"sel","_id","gc","length","METABAT__22-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","385","0.5298","4292","1.835","no-hit","no-hit","c_000004959192"
"","386","0.4487","3325","1.2048","no-hit","no-hit","c_000001805715"
"","387","0.5429","5764","1.6567","Eukaryota","Haptophyta","c_000002762858"
"","388","0.5453","7187","1.8546","Eukaryota","Haptophyta","c_000002357632"
"","389","0.4763","2677","2.04","no-hit","no-hit","c_000001654457"
"","390","0.5335","5739","1.0336","no-hit","no-hit","c_000001163553"
"","391","0.5768","2788","1.1819","Eukaryota","Haptophyta","c_000002653274"
"","392","0.5976","3305","1.2766","Eukaryota","Haptophyta","c_000000550500"
"","393","0.5096","10156","1.7108","Eukaryota","Haptophyta","c_000002842388"
"","394","0.5349","3586","5.4782","Eukaryota","Haptophyta","c_000000901014"
"","395","0.5528","4729","2.0719","no-hit","no-hit","c_000000232440"
"","396","0.5588","6986","1.774","no-hit","no-hit","c_000003251592"
"","397","0.5276","2896","1.5625","Eukaryota","Haptophyta","c_000001026933"
"","398","0.5649","2974","2.8198","no-hit","no-hit","c_000002324779"
"","399","0.5641","3785","1.5646","no-hit","no-hit","c_000000450837"
"","400","0.501","5431","1.4121","no-hit","no-hit","c_000000638311"
"","401","0.6037","4128","0.6151","Eukaryota","Haptophyta","c_000000519320"
"","402","0.5651","10033","1.4441","Eukaryota","Haptophyta","c_000002656040"
"","403","0.456","2763","4.6399","no-hit","no-hit","c_000000816169"
"","404","0.5321","4204","3.7017","no-hit","no-hit","c_000001208105"
"","405","0.5272","3788","18.1225","no-hit","no-hit","c_000002182635"
"","406","0.529","3537","1.138","Eukaryota","Eukaryota-undef","c_000003081219"
"","407","0.5544","4212","1.4278","Eukaryota","Haptophyta","c_000005160783"
"","408","0.5307","8766","1.367","Eukaryota","Haptophyta","c_000003217803"
"","409","0.5537","8655","1.5103","no-hit","no-hit","c_000001039234"
"","410","0.566","5336","1.4057","no-hit","no-hit","c_000001539513"
"","411","0.52","13720","1.6497","Eukaryota","Haptophyta","c_000004963696"
"","412","0.5352","3137","1.8269","Eukaryota","Cnidaria","c_000001895206"
"","413","0.6022","4937","1.2062","no-hit","no-hit","c_000003625625"
"","414","0.5297","4140","1.6973","Eukaryota","Haptophyta","c_000004307017"
"","415","0.4267","3527","1.5169","no-hit","no-hit","c_000003056924"
"","416","0.5368","6919","2.5213","no-hit","no-hit","c_000003029972"
"","417","0.5377","3625","0.9222","no-hit","no-hit","c_000003760701"
"","418","0.6164","3115","0.6552","no-hit","no-hit","c_000002098159"
"","419","0.4892","5215","21.3707","no-hit","no-hit","c_000002095542"
"","420","0.5157","6595","2.3766","Eukaryota","Haptophyta","c_000003178419"
"","421","0.5328","13213","2.0793","Eukaryota","Chlorophyta","c_000002730248"
"","422","0.555","9040","2.5993","Eukaryota","Haptophyta","c_000000018009"
"","423","0.4948","14096","2.5953","Eukaryota","Haptophyta","c_000005487371"
"","424","0.504","2506","4.8839","no-hit","no-hit","c_000001203864"
"","425","0.5284","4542","1.8439","Eukaryota","Eukaryota-undef","c_000005321933"
"","426","0.5374","4436","1.33","Eukaryota","Haptophyta","c_000002289200"
"","427","0.5908","2879","0.9496","no-hit","no-hit","c_000000455844"
"","428","0.53","4283","1.3026","no-hit","no-hit","c_000001458192"
"","429","0.5133","3353","1.9994","no-hit","no-hit","c_000002745353"
"","430","0.544","12375","1.4608","Eukaryota","Haptophyta","c_000003067503"
"","431","0.5472","7811","5.2098","Eukaryota","Chlorophyta","c_000003636048"
"","432","0.5468","4351","1.8131","no-hit","no-hit","c_000004907182"
"","433","0.5513","4014","2.9128","no-hit","no-hit","c_000001537308"
"","434","0.5733","7931","1.3764","no-hit","no-hit","c_000005084280"
"","435","0.5466","2900","2.4221","no-hit","no-hit","c_000000513977"
"","436","0.5563","7879","1.256","Eukaryota","Haptophyta","c_000002387449"
"","437","0.5761","6558","2.3269","Eukaryota","Mollusca","c_000003500632"
"","438","0.5357","4368","1.62","Eukaryota","Haptophyta","c_000003161696"
"","439","0.5364","4271","1.2641","no-hit","no-hit","c_000001587644"
"","440","0.5111","6869","1.6791","no-hit","no-hit","c_000000933868"
"","441","0.5955","3078","1.5377","no-hit","no-hit","c_000005333321"
"","442","0.506","12452","2.0916","Eukaryota","Haptophyta","c_000003677871"
"","443","0.557","5440","1.6458","Eukaryota","Haptophyta","c_000004868907"
"","444","0.5326","13403","6.2273","Eukaryota","Haptophyta","c_000000210945"
"","445","0.5103","7350","3.4361","no-hit","no-hit","c_000000096444"
"","446","0.5008","3131","1.8576","no-hit","no-hit","c_000003887565"
"","447","0.5942","4214","5.2361","no-hit","no-hit","c_000005080998"
"","448","0.5188","4726","2.1921","no-hit","no-hit","c_000003537508"
"","449","0.5326","9470","2.5961","no-hit","no-hit","c_000001718030"
"","450","0.5635","2868","1.6001","no-hit","no-hit","c_000002452076"
"","451","0.5168","5279","5.7429","no-hit","no-hit","c_000000900089"
"","452","0.5439","8580","3.2971","no-hit","no-hit","c_000000106167"
"","453","0.4792","5530","1.5034","no-hit","no-hit","c_000004383622"
"","454","0.5581","2761","1.3669","no-hit","no-hit","c_000004350209"
"","455","0.5848","4179","0.3836","Eukaryota","Haptophyta","c_000000815016"
"","456","0.4812","4636","2.1275","no-hit","no-hit","c_000002050058"
"","457","0.5842","4197","1.6593","no-hit","no-hit","c_000002341634"
"","458","0.4936","4532","3.6662","no-hit","no-hit","c_000000661435"
"","459","0.5155","16629","1.5914","Eukaryota","Haptophyta","c_000003272317"
"","460","0.5439","6010","3.371","no-hit","no-hit","c_000000441619"
"","461","0.5539","3777","1.9857","no-hit","no-hit","c_000003339336"
"","462","0.5575","4068","1.2805","Eukaryota","Haptophyta","c_000002339736"
"","463","0.5437","13720","1.5234","no-hit","no-hit","c_000000373369"
"","464","0.5354","17272","4.7758","Eukaryota","Haptophyta","c_000002104301"
"","465","0.5169","3144","1.0891","Eukaryota","Haptophyta","c_000001347975"
"","466","0.5005","4274","1.7363","no-hit","no-hit","c_000004940000"
"","467","0.5905","5412","1.5283","no-hit","no-hit","c_000003202809"
"","468","0.5134","5446","1.534","no-hit","no-hit","c_000001281964"
"","469","0.5487","2595","1.9484","no-hit","no-hit","c_000001113168"
"","470","0.5393","3393","1.1359","Eukaryota","Bacillariophyta","c_000001624000"
"","471","0.4971","12611","3.4083","Eukaryota","Haptophyta","c_000003575578"
"","472","0.5629","10385","1.661","no-hit","no-hit","c_000000661940"
"","473","0.556","2527","5.3154","Eukaryota","Haptophyta","c_000002058062"
"","474","0.4581","6271","1.4876","no-hit","no-hit","c_000000966248"
"","475","0.5089","3832","2.3484","no-hit","no-hit","c_000001993715"
"","476","0.5407","3997","5.0005","Eukaryota","Apicomplexa","c_000003708772"
"","477","0.49","7045","2.6505","Eukaryota","Haptophyta","c_000000876277"
"","478","0.5264","5984","1.9686","no-hit","no-hit","c_000003603594"
"","479","0.527","9188","2.264","Eukaryota","Chlorophyta","c_000002196153"
"","480","0.5505","9022","2.6683","Eukaryota","Haptophyta","c_000003292076"
"","481","0.5248","3893","0.6422","Eukaryota","Bryozoa","c_000003398954"
"","482","0.5884","3603","1.1135","Eukaryota","Chlorophyta","c_000000065331"
"","483","0.5537","4466","1.7309","no-hit","no-hit","c_000000369930"
"","484","0.5781","8291","1.4369","Eukaryota","Haptophyta","c_000002714623"
"","485","0.5501","2743","1.2829","Eukaryota","Eukaryota-undef","c_000001000868"
"","486","0.5137","5429","2.0136","Eukaryota","Haptophyta","c_000004443017"
"","487","0.5127","6837","1.712","no-hit","no-hit","c_000000931270"
"","488","0.5397","3537","1.0161","no-hit","no-hit","c_000002249495"
"","489","0.4812","15262","2.2685","Eukaryota","Haptophyta","c_000004768044"
"","490","0.5079","4371","6.097","no-hit","no-hit","c_000000354280"
"","491","0.5332","4096","3.3367","Eukaryota","Haptophyta","c_000003115795"
"","492","0.5362","3484","1.9257","no-hit","no-hit","c_000003195517"
"","493","0.5457","5232","1.2185","no-hit","no-hit","c_000000505045"
"","494","0.5317","5755","1.5842","no-hit","no-hit","c_000000944074"
"","495","0.476","2643","1.1025","no-hit","no-hit","c_000000075894"
"","496","0.5129","4137","1.2156","no-hit","no-hit","c_000002941947"
"","497","0.5045","4642","2.9597","Eukaryota","Haptophyta","c_000005135254"
"","498","0.4953","7119","2.1313","Eukaryota","Eukaryota-undef","c_000002019247"
"","499","0.5354","6638","1.7364","Eukaryota","Haptophyta","c_000000605842"
"","500","0.5118","8298","2.506","no-hit","no-hit","c_000000256805"
"","501","0.5441","2799","1.1618","Eukaryota","Haptophyta","c_000003255052"
"","502","0.5692","8741","2.1484","Eukaryota","Haptophyta","c_000001956229"
"","503","0.5323","6348","12.3792","no-hit","no-hit","c_000003296720"
"","504","0.5474","4260","1.6373","Eukaryota","Bacillariophyta","c_000005420923"
"","505","0.5182","5838","1.5999","no-hit","no-hit","c_000004207897"
"","506","0.4727","12855","2.8211","Eukaryota","Haptophyta","c_000000045311"
"","507","0.5133","2856","1.9275","no-hit","no-hit","c_000004263588"
"","508","0.5615","4096","2.6943","no-hit","no-hit","c_000002946788"
"","509","0.5868","2609","1.6232","Eukaryota","Haptophyta","c_000003224979"
"","510","0.5021","7321","1.5145","no-hit","no-hit","c_000000344553"
"","511","0.52","6094","1.4806","no-hit","no-hit","c_000002422972"
"","512","0.5547","4622","2.1755","no-hit","no-hit","c_000005121965"
"","513","0.5249","5472","1.3713","Eukaryota","Haptophyta","c_000002467344"
"","514","0.5505","10659","1.761","Eukaryota","Haptophyta","c_000000247000"
"","515","0.5312","3752","1.4206","no-hit","no-hit","c_000002184953"
"","517","0.5075","6404","2.7497","no-hit","no-hit","c_000000123850"
"","518","0.5383","4464","1.8564","Eukaryota","Haptophyta","c_000002087682"
"","519","0.5199","11778","29.5408","no-hit","no-hit","c_000000608918"
"","520","0.5558","3456","2.002","Eukaryota","Haptophyta","c_000004863429"
"","521","0.5034","4398","1.5496","no-hit","no-hit","c_000001387363"
"","522","0.5167","8437","1.3711","Eukaryota","Haptophyta","c_000005417250"
"","523","0.5531","5433","1.9886","no-hit","no-hit","c_000003099332"
"","524","0.5662","6786","1.4495","no-hit","no-hit","c_000005506971"
"","525","0.4801","4072","1.6616","no-hit","no-hit","c_000000422336"
"","526","0.5207","4150","14.6819","Eukaryota","Haptophyta","c_000001250888"
"","527","0.5824","4162","4.044","no-hit","no-hit","c_000001928261"
"","528","0.5312","4467","1.2019","no-hit","no-hit","c_000001189588"
"","529","0.5108","8628","1.7503","no-hit","no-hit","c_000000711885"
"","530","0.5315","13543","3.0617","Eukaryota","Haptophyta","c_000002389305"
"","531","0.5208","5981","1.7283","Eukaryota","Haptophyta","c_000005037004"
"","532","0.5597","3041","65.9737","Eukaryota","Haptophyta","c_000001802353"
"","533","0.4818","3788","3.6866","no-hit","no-hit","c_000003070182"
"","534","0.513","10040","2.4979","Eukaryota","Haptophyta","c_000001130578"
"","535","0.5608","2518","1.8141","no-hit","no-hit","c_000000946213"
"","536","0.5712","11993","5.8471","Eukaryota","Haptophyta","c_000001156103"
"","537","0.5116","7217","2.4783","Eukaryota","Haptophyta","c_000000446337"
"","538","0.4917","3925","1.9088","Eukaryota","Haptophyta","c_000000169668"
"","539","0.5129","3839","2.9258","no-hit","no-hit","c_000000219769"
"","540","0.4933","4727","1.7546","no-hit","no-hit","c_000001487541"
"","541","0.5267","6493","1.7114","Eukaryota","Haptophyta","c_000003848327"
"","542","0.5554","4334","4.1968","Eukaryota","Haptophyta","c_000002439845"
"","543","0.4783","5883","5.314","no-hit","no-hit","c_000000896782"
"","544","0.5536","5289","3.7693","no-hit","no-hit","c_000001743796"
"","545","0.5162","6296","1.9663","no-hit","no-hit","c_000001963613"
"","546","0.5453","3237","1.4473","no-hit","no-hit","c_000002505859"
"","547","0.5712","3591","3.9181","no-hit","no-hit","c_000001701798"
"","548","0.5572","5625","21.0308","no-hit","no-hit","c_000001120427"
"","549","0.5317","4241","1.8448","Eukaryota","Haptophyta","c_000000793039"
"","550","0.5178","4050","6.0242","no-hit","no-hit","c_000002662962"
"","551","0.5209","6302","1.1963","Eukaryota","Haptophyta","c_000002893171"
"","552","0.5459","3369","1.6367","no-hit","no-hit","c_000001183363"
"","553","0.5315","12742","1.6149","Eukaryota","Haptophyta","c_000001377621"
"","554","0.5479","8151","2.0431","no-hit","no-hit","c_000005186100"
"","555","0.5024","8211","5.7779","Eukaryota","Haptophyta","c_000002473814"
"","556","0.5183","5740","1.5284","Eukaryota","Haptophyta","c_000001765104"
"","557","0.5972","5179","1.7451","no-hit","no-hit","c_000002851919"
"","558","0.5112","4642","2.819","Eukaryota","Haptophyta","c_000001806870"
"","559","0.6277","3978","1.3374","no-hit","no-hit","c_000001326142"
"","560","0.5641","4999","2.3073","Eukaryota","Haptophyta","c_000004248408"
"","561","0.5098","6248","2.803","no-hit","no-hit","c_000005243505"
"","562","0.5221","2854","6.7701","no-hit","no-hit","c_000001542431"
"","563","0.5439","3315","1.6558","no-hit","no-hit","c_000004279268"
"","564","0.4661","3008","1.4887","no-hit","no-hit","c_000003161474"
"","565","0.559","4229","1.5254","Eukaryota","Haptophyta","c_000002638508"
"","566","0.4755","3512","10.586","no-hit","no-hit","c_000000462448"
"","567","0.5027","7593","3.8173","no-hit","no-hit","c_000000989278"
"","568","0.532","3316","1.6396","no-hit","no-hit","c_000001521391"
"","569","0.4896","7518","10.4173","no-hit","no-hit","c_000001975903"
"","570","0.5239","6665","1.5344","Eukaryota","Chlorophyta","c_000000850576"
"","571","0.5359","2717","2.5786","Eukaryota","Haptophyta","c_000000443733"
"","572","0.4757","3107","1.6695","no-hit","no-hit","c_000001759877"
"","573","0.5508","4098","1.2343","no-hit","no-hit","c_000003036253"
"","574","0.514","8418","3.1234","Eukaryota","Haptophyta","c_000001236494"
"","575","0.5671","3530","1.0946","no-hit","no-hit","c_000002288956"
"","576","0.5217","9453","3.6218","no-hit","no-hit","c_000001103752"
"","577","0.5632","3111","2.4269","no-hit","no-hit","c_000004775652"
"","578","0.5112","18193","1.6761","Eukaryota","Haptophyta","c_000001113377"
"","579","0.5136","2617","4.1551","no-hit","no-hit","c_000000621527"
"","580","0.5357","24135","3.477","Eukaryota","Haptophyta","c_000002065798"
"","581","0.5516","5363","1.4091","Eukaryota","Haptophyta","c_000001126976"
"","582","0.5252","6093","3.9608","Eukaryota","Haptophyta","c_000001487163"
"","583","0.5745","2832","1.0286","Eukaryota","Haptophyta","c_000002456959"
"","584","0.5469","4502","2.5087","Eukaryota","Haptophyta","c_000000872438"
"","585","0.5424","3184","2.9928","no-hit","no-hit","c_000002252958"
"","586","0.5363","2896","1.3702","Eukaryota","Haptophyta","c_000002353197"
"","587","0.5614","4861","0.914","Eukaryota","Haptophyta","c_000001600074"
"","588","0.4969","10853","7.8205","no-hit","no-hit","c_000000423844"
"","589","0.538","10709","20.8621","no-hit","no-hit","c_000001836452"
"","590","0.5008","4579","1.5195","no-hit","no-hit","c_000001800414"
"","591","0.5152","7714","2.3469","Eukaryota","Haptophyta","c_000004954732"
"","592","0.507","4738","2.2959","Eukaryota","Haptophyta","c_000001332657"
"","593","0.5805","2503","2.1314","no-hit","no-hit","c_000001620984"
"","594","0.5621","4444","2.059","no-hit","no-hit","c_000002381413"
"","595","0.5296","2717","13.9393","no-hit","no-hit","c_000001897105"
"","596","0.5508","3940","1.9112","no-hit","no-hit","c_000001353573"
"","597","0.5547","3373","1.6662","no-hit","no-hit","c_000002064119"
"","598","0.521","4505","2.2377","no-hit","no-hit","c_000003683553"
"","599","0.512","4842","2.6082","no-hit","no-hit","c_000005364090"
"","600","0.5239","11656","2.0371","Eukaryota","Haptophyta","c_000003031698"
"","601","0.5027","6981","63.1798","Eukaryota","Haptophyta","c_000000597721"
"","602","0.5023","8937","1.3798","no-hit","no-hit","c_000004404796"
"","603","0.5492","2622","1.1396","Eukaryota","Haptophyta","c_000001144018"
"","604","0.5057","5675","1.542","Eukaryota","Haptophyta","c_000001519704"
"","605","0.54","5728","1.25","no-hit","no-hit","c_000003634146"
"","606","0.5382","12516","4.8619","Eukaryota","Haptophyta","c_000000106828"
"","607","0.5083","10215","2.0424","Eukaryota","Haptophyta","c_000003139933"
"","608","0.5222","8032","63.7463","Eukaryota","Haptophyta","c_000000775739"
"","609","0.4901","5525","2.1852","Eukaryota","Haptophyta","c_000001016215"
"","610","0.5022","11668","3.4395","Eukaryota","Haptophyta","c_000001530892"
"","611","0.5438","3470","1.0928","no-hit","no-hit","c_000002310399"
"","612","0.5697","4099","1.3264","Eukaryota","Haptophyta","c_000003145505"
"","613","0.507","3907","2.0138","Eukaryota","Haptophyta","c_000001442295"
"","614","0.5246","8966","9.595","Eukaryota","Haptophyta","c_000003617559"
"","615","0.5139","10433","9.29","Eukaryota","Haptophyta","c_000003751947"
"","616","0.5275","7253","18.9097","Eukaryota","Haptophyta","c_000002055293"
"","617","0.5379","10914","2.4468","Eukaryota","Eukaryota-undef","c_000000549405"
"","618","0.4882","4814","2.415","no-hit","no-hit","c_000001151397"
"","619","0.5404","7652","43.4652","Eukaryota","Chlorophyta","c_000001322401"
"","620","0.5382","3826","3.9472","Eukaryota","Eukaryota-undef","c_000004578824"
"","621","0.5576","2787","0.6469","Eukaryota","Haptophyta","c_000002623106"
"","622","0.5341","7042","1.8128","no-hit","no-hit","c_000005470308"
"","623","0.5768","3464","6.612","no-hit","no-hit","c_000005187228"
"","624","0.473","3520","1.0148","no-hit","no-hit","c_000000236346"
"","625","0.515","7188","1.8681","no-hit","no-hit","c_000003034476"
"","626","0.5913","7467","1.4383","Eukaryota","Eukaryota-undef","c_000000026677"
"","627","0.5226","4378","1.749","no-hit","no-hit","c_000000079560"
"","628","0.5061","16334","4.9685","no-hit","no-hit","c_000000354234"
"","629","0.5491","3639","0.7095","no-hit","no-hit","c_000001577723"
"","630","0.4976","3129","1.5286","no-hit","no-hit","c_000003946079"
